neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,latitude,longitude
Unknown,Unincorporated Areas,Entire home/apt,139,4,0,36.1398788,-115.1608993
Unknown,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",Private room,63,3,18,38.96035,-77.00557
Manhattan,Midtown,Entire home/apt,199,365,7,40.75842,-73.9718
Unknown,78705,Entire home/apt,1200,1,0,30.29925,-97.73819
Manhattan,East Village,Entire home/apt,180,30,1,40.72807,-73.98353
Manhattan,East Harlem,Private room,92,2,10,40.79973,-73.94444
Unknown,Mission Bay,Entire home/apt,293,3,79,32.75979,-117.25062
Unknown,78729,Entire home/apt,226,1,13,30.45527,-97.75541
Unknown,Unincorporated Areas,Private room,64,1,53,36.01552,-115.26462
Unknown,78757,Entire home/apt,145,30,8,30.3477,-97.74278
Unknown,Rogers Park,Entire home/apt,106,2,77,42.01001,-87.68157
Manhattan,Upper East Side,Entire home/apt,95,30,10,40.78107,-73.95306
Unknown,Near North/University,Entire home/apt,146,1,211,39.98595,-83.00533
Other Cities,Beverly Hills,Entire home/apt,480,3,0,34.06585006289346,-118.3817004332277
Unknown,Mission Bay,Entire home/apt,453,3,14,32.77691,-117.253
Other neighborhoods,Green Lake,Entire home/apt,186,1,4,47.6780012,-122.3310935
Unknown,Fort Lauderdale,Entire home/apt,673,1,17,26.14965,-80.10238
Unknown,North Hills,Entire home/apt,500,1,0,32.75396,-117.14498
Unknown,West Town,Entire home/apt,168,2,67,41.89527,-87.65336
Unknown,Lake View,Entire home/apt,150,3,6,41.9365,-87.64691
Unknown,La Jolla,Entire home/apt,2760,1,0,32.83678649469319,-117.28074763799908
Manhattan,West Village,Entire home/apt,272,5,7,40.73659,-74.00835
Ballard,Loyal Heights,Private room,100,1,111,47.68758,-122.37906
Unknown,Eliot,Entire home/apt,414,3,5,45.54163,-122.65979
Queens,Sunnyside,Entire home/apt,167,30,10,40.74405,-73.91594
Unknown,Memorial,Entire home/apt,115,2,256,32.703449,-117.139099
Other Cities,West Hollywood,Entire home/apt,299,2,18,34.08981,-118.34348
City of Los Angeles,Sherman Oaks,Entire home/apt,275,30,0,34.1678,-118.43015
Unknown,Unincorporated Areas,Entire home/apt,225,2,0,36.10758,-115.1605
Unknown,Downtown/Civic Center,Hotel room,188,1,8,37.78856,-122.41952
Brooklyn,Crown Heights,Private room,68,4,81,40.67127,-73.94652
Unknown,78741,Entire home/apt,200,2,125,30.24538,-97.72945
Unknown,Central Business District,Entire home/apt,366,1,71,29.94696,-90.07287
Brooklyn,Bushwick,Private room,152,1,0,40.69273813878684,-73.90591464059125
Queens,Ditmars Steinway,Private room,61,2,32,40.77093,-73.90524
City of Los Angeles,Westlake,Entire home/apt,199,31,0,34.06085,-118.28507
Unknown,Pompano Beach,Entire home/apt,273,4,0,26.25126,-80.08548
Unknown,Hollywood,Entire home/apt,450,1,0,26.0155,-80.11935
Capitol Hill,Stevens,Entire home/apt,111,30,65,47.61974,-122.30873
Other Cities,Arcadia,Private room,56,29,8,34.11184,-118.05151
Unknown,Margate,Entire home/apt,312,2,0,26.22483,-80.20259
Other Cities,Redondo Beach,Entire home/apt,150,90,0,33.88304,-118.37659
City of Los Angeles,Venice,Entire home/apt,313,1,64,33.99779,-118.45537
Manhattan,Midtown,Entire home/apt,500,30,2,40.76479,-73.97449
Unknown,Hollywood,Entire home/apt,173,1,178,26.01774,-80.11642
Unknown,City of Las Vegas,Entire home/apt,94,1,70,36.17715072631836,-115.18009185791016
Manhattan,East Harlem,Entire home/apt,140,30,2,40.79168,-73.94224
Unknown,Albany Park,Entire home/apt,65,30,36,41.96891,-87.74697
Unincorporated Areas,Hacienda Heights,Private room,40,12,1,33.98939,-117.94511
Brooklyn,Bedford-Stuyvesant,Private room,50,1,24,40.69296,-73.93844
Brooklyn,Williamsburg,Entire home/apt,125,30,5,40.71081,-73.96373
Rainier Valley,Mount Baker,Private room,170,30,5,47.57998,-122.29519
Manhattan,Midtown,Entire home/apt,130,31,73,40.75754,-73.98128
Unknown,Milpitas,Private room,85,2,33,37.41437,-121.88966
City of Los Angeles,Westchester,Entire home/apt,676,2,21,33.97625,-118.37456
Unknown,District 19,Entire home/apt,340,1,185,36.154888,-86.775414
Unknown,Santa Clara,Entire home/apt,213,31,2,37.40238,-121.95748
Unknown,Palo Alto,Private room,72,5,152,37.43934,-122.15723
Unknown,Lauderdale By The Sea,Entire home/apt,202,3,30,26.19325,-80.09827
Unknown,Central Business District,Entire home/apt,194,3,120,29.95091,-90.07127
Unknown,Pacific Beach,Entire home/apt,885,2,48,32.79375,-117.24411
Unknown,Portsmouth,Private room,42,2,13,45.59237,-122.71936
Unknown,North Hills,Entire home/apt,158,2,146,32.75128,-117.1377
Unknown,Cully,Entire home/apt,74,1,3,45.55634037637081,-122.61472744882978
Unknown,Mission Bay,Entire home/apt,393,3,45,32.789543,-117.253815
Magnolia,Lawton Park,Entire home/apt,180,2,59,47.65376,-122.38496
Unknown,78701,Entire home/apt,270,1,3,30.25661173,-97.7388431
Bristol,Bristol,Entire home/apt,180,2,94,41.66854,-71.26461
Manhattan,Upper West Side,Private room,550,1,0,40.77685,-73.97682
Unknown,Hennepin,Private room,250,1,5,44.98486,-93.24731
Unknown,Midtown,Entire home/apt,192,1,154,32.73652,-117.17232
Unknown,Back Bay,Private room,79,2,62,42.34962,-71.07076
Unknown,28805,Entire home/apt,181,2,220,35.604691,-82.486107
City of Los Angeles,Hollywood,Private room,65,30,20,34.08866,-118.33213
City of Los Angeles,Sherman Oaks,Private room,89,30,0,34.163903375200874,-118.4545599701472
Unknown,Grant Hill,Entire home/apt,362,4,104,32.71129,-117.12735
Unknown,Dania Beach,Entire home/apt,364,2,20,26.062450766790537,-80.15825205767213
Other Cities,Redondo Beach,Entire home/apt,500,1,0,33.8369,-118.38896
Unknown,District 21,Entire home/apt,99,31,11,36.15927,-86.80331
Unknown,Highland,Entire home/apt,289,2,98,39.76472,-105.01119
Unknown,"Dupont Circle, Connecticut Avenue/K Street",Private room,349,1,0,38.89935,-77.03928
Queens,Flushing,Private room,35,30,0,40.75485,-73.8333
Unknown,District 15,Private room,79,1,67,36.1358,-86.72412
Northgate,Haller Lake,Entire home/apt,115,1,15,47.706689860629865,-122.34470987013788
Queens,Jamaica,Entire home/apt,146,1,54,40.68989,-73.80479
Capitol Hill,Broadway,Entire home/apt,365,2,44,47.62141,-122.31602
Unknown,Unincorporated Areas,Entire home/apt,160,8,0,36.12438,-115.15183
Unknown,Nob Hill,Entire home/apt,145,30,7,37.79603,-122.41259
Brooklyn,Williamsburg,Entire home/apt,197,30,4,40.71627,-73.94013
Brooklyn,Bedford-Stuyvesant,Private room,55,30,4,40.68454,-73.91557
Unknown,Gaslamp Quarter,Entire home/apt,99,30,0,32.70898,-117.16071
Brooklyn,Bedford-Stuyvesant,Entire home/apt,265,7,3,40.6827658,-73.92368549999999
Unknown,78741,Entire home/apt,1342,3,145,30.24514,-97.73239
Manhattan,Midtown,Private room,168,1,6,40.75631,-73.96943
Unknown,San Jose,Entire home/apt,285,2,63,37.29744,-121.95888
Unknown,West Portland Park,Entire home/apt,139,3,1,45.44556,-122.7148
Brooklyn,Bedford-Stuyvesant,Entire home/apt,151,5,14,40.68011,-73.92022
Brooklyn,Williamsburg,Entire home/apt,200,4,12,40.71328,-73.96563
Unknown,78702,Private room,55,1,23,30.27792,-97.70663
Unknown,78734,Entire home/apt,469,2,1,30.38149,-97.91991
Other Cities,Long Beach,Shared room,140,31,0,33.77761,-118.14496
Manhattan,Upper East Side,Entire home/apt,150,30,2,40.76925,-73.95773
Bronx,Concourse Village,Private room,60,3,31,40.83165,-73.91821
Unknown,"Brightwood Park, Crestwood, Petworth",Entire home/apt,60,1,39,38.95178,-77.02686
Queens,Flushing,Private room,30,30,0,40.75761,-73.82175
Unknown,78734,Entire home/apt,321,7,2,30.43167,-97.94012
Manhattan,Chelsea,Entire home/apt,189,30,0,40.74127,-74.00374
Unknown,Unincorporated Areas,Entire home/apt,269,2,4,36.10798,-115.16631
Brooklyn,Canarsie,Private room,60,1,13,40.64049,-73.89137
Unknown,"Capitol Hill, Lincoln Park",Entire home/apt,140,31,0,38.8807,-76.98742
Unknown,Grant Hill,Entire home/apt,429,7,48,32.70896,-117.14145
Unknown,Central Business District,Entire home/apt,316,2,39,29.94627,-90.06491
Manhattan,Nolita,Entire home/apt,146,30,1,40.72003,-73.99425
Unknown,Unincorporated Areas,Entire home/apt,160,30,3,36.12933,-115.13153
City of Los Angeles,Venice,Entire home/apt,336,30,258,33.99467042932766,-118.47788431022188
City of Los Angeles,Sherman Oaks,Private room,79,30,0,34.16232,-118.45606
Unknown,Richmond,Entire home/apt,99,1,324,45.50309,-122.63203
City of Los Angeles,Broadway-Manchester,Private room,29,30,5,33.946625,-118.275215
Other Cities,Hawthorne,Entire home/apt,116,1,21,33.90031,-118.33073
Unknown,Unincorporated Areas,Entire home/apt,115,31,0,37.02952,-121.88277
Unknown,District 19,Private room,392,1,0,36.1556420832806,-86.7754774232766
City of Los Angeles,Arlington Heights,Private room,85,30,6,34.04541,-118.31871
Unknown,District 5,Entire home/apt,266,1,137,36.19405,-86.75609
Unknown,Unincorporated Areas,Entire home/apt,169,5,51,36.11353,-115.21784
Brooklyn,Greenpoint,Entire home/apt,202,30,3,40.7211838,-73.94667520000002
Bronx,Allerton,Entire home/apt,138,2,75,40.86835,-73.86271
Unknown,78724,Entire home/apt,149,2,30,30.30498,-97.64498
Unknown,City of Las Vegas,Entire home/apt,433,3,6,36.14205,-115.19578
Unknown,Fort Lauderdale,Entire home/apt,87,1,93,26.13372,-80.12928
Unknown,Pompano Beach,Entire home/apt,160,1,0,26.24531,-80.09971
Unknown,Deerfield Beach,Entire home/apt,457,3,18,26.31992,-80.07919
Unknown,78723,Entire home/apt,219,5,83,30.29547,-97.69656
Unknown,La Jolla,Entire home/apt,570,3,76,32.84407,-117.24632
Manhattan,East Harlem,Private room,98,12,0,40.7912486403752,-73.94533860897282
Unknown,Near North/University,Entire home/apt,272,1,104,39.98603,-83.00164
Manhattan,Hell's Kitchen,Entire home/apt,325,25,113,40.76397,-73.98833
City of Los Angeles,Sherman Oaks,Private room,99,30,0,34.16432,-118.45523
Other neighborhoods,Wallingford,Entire home/apt,340,3,156,47.66379,-122.34129
Unknown,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",Entire home/apt,250,3,18,38.86441,-76.96274
Unknown,Fairfax,Entire home/apt,130,14,8,37.77818,-122.20003
Unknown,78744,Entire home/apt,174,2,2,30.14234,-97.71493
Unknown,Unincorporated Areas,Entire home/apt,187,1,130,36.10712,-115.16694
City of Los Angeles,Hollywood Hills,Entire home/apt,110,30,1,34.10923,-118.3259
Unknown,Mission Bay,Entire home/apt,501,4,7,32.78138,-117.25218
Unknown,Palo Alto,Entire home/apt,125,2,30,37.40462,-122.12906
City of Los Angeles,Mid-Wilshire,Entire home/apt,652,30,3,34.05476,-118.35879
Unincorporated Areas,Lennox,Private room,83,1,100,33.93931,-118.3609
Unknown,Inner Sunset,Entire home/apt,166,3,447,37.75893,-122.46496
Unknown,28806,Entire home/apt,178,2,257,35.56764,-82.57106
Unknown,Fort Lauderdale,Entire home/apt,141,4,45,26.1358,-80.12739
Manhattan,Midtown,Private room,469,1,1,40.76411938358899,-73.98212029546889
City of Los Angeles,Hollywood Hills West,Private room,158,30,0,34.11293,-118.37905
Unknown,Lake View,Private room,48,2,63,41.9459,-87.67155
Unknown,Near South,Entire home/apt,86,1,149,39.94912,-82.98491
Unknown,Near West Side,Entire home/apt,249,2,14,41.88712,-87.65354
Manhattan,Financial District,Entire home/apt,115,30,4,40.70686,-74.01103
Newport,Newport,Entire home/apt,1086,2,112,41.48176,-71.3042
Brooklyn,Williamsburg,Private room,63,2,261,40.71182,-73.96256
Unknown,78704,Entire home/apt,393,2,139,30.24771,-97.78033
Brooklyn,Midwood,Entire home/apt,150,4,2,40.629308453667214,-73.9703045412898
Brooklyn,Flatbush,Private room,49,30,1,40.65496,-73.95726
Unknown,Fairfax Business-Wentworth-Holland,Private room,60,30,0,37.77168,-122.20176
Brooklyn,Crown Heights,Private room,50,2,6,40.67719,-73.95215
Manhattan,East Village,Entire home/apt,150,30,0,40.72991666611747,-73.98741833394136
Unknown,78703,Entire home/apt,129,1,55,30.27624309158319,-97.7611848822216
City of Los Angeles,Sherman Oaks,Private room,99,30,0,34.16429,-118.45467
Unknown,Lincoln Park,Private room,95,7,1,32.6924,-117.08821
Unknown,Lake Murray,Entire home/apt,369,2,106,32.80614,-117.03864
Central Area,Minor,Entire home/apt,185,1,42,47.60951,-122.31555
Unknown,78750,Private room,68,2,0,30.45074809582525,-97.81144723206238
Unknown,City of Henderson,Entire home/apt,757,2,85,36.04625,-115.11286
Queens,Springfield Gardens,Private room,129,3,47,40.68519,-73.75331
Unknown,North Center,Private room,70,1,22,41.95332,-87.67951
Unknown,District 6,Entire home/apt,259,2,88,36.18698,-86.73434
City of Los Angeles,Harvard Heights,Private room,43,31,0,34.0502868203815,-118.30195762899054
Unknown,28804,Entire home/apt,199,28,0,35.62439,-82.55153
Manhattan,Civic Center,Private room,65,30,1,40.71216,-74.00686
Other Cities,Culver City,Entire home/apt,221,2,1,34.033702409452374,-118.37262956488873
Newport,Newport,Entire home/apt,180,3,0,41.485905,-71.313171
Manhattan,Harlem,Private room,38,31,0,40.82621034787986,-73.94881089988465
Manhattan,East Village,Private room,80,30,3,40.72774,-73.98211
Unknown,Unincorporated Areas,Private room,20000,1,0,36.117516,-115.188156
Unknown,University Park,Entire home/apt,288,2,11,39.6733,-104.95798
Manhattan,Financial District,Entire home/apt,150,120,3,40.71081,-74.00762
City of Los Angeles,Echo Park,Entire home/apt,250,30,1,34.08557,-118.26585
Unknown,Near South Side,Entire home/apt,264,2,95,41.85567,-87.6239
Unknown,Highland,Entire home/apt,69,30,14,39.7651,-105.01248
Unknown,Cathedral Park,Entire home/apt,123,2,81,45.59489,-122.76389
City of Los Angeles,Hollywood,Entire home/apt,557,4,6,34.09592,-118.3615
City of Los Angeles,Northridge,Entire home/apt,190,1,136,34.22374,-118.51913
Unknown,28804,Entire home/apt,139,2,19,35.63856,-82.56969
Unknown,78758,Entire home/apt,150,1,0,30.40388,-97.72107
Unknown,Palo Alto,Entire home/apt,170,2,50,37.42488,-122.14963
Unincorporated Areas,Altadena,Private room,50,1,1,34.17347,-118.11154
Unknown,78723,Entire home/apt,189,1,16,30.30952,-97.6933
Other neighborhoods,Fremont,Entire home/apt,135,2,208,47.65526,-122.34785
City of Los Angeles,Fairfax,Entire home/apt,225,30,93,34.08662796020508,-118.35816955566406
Unknown,District 6,Entire home/apt,75,30,0,36.17254,-86.73978
City of Los Angeles,Sherman Oaks,Private room,99,30,0,34.1622675971498,-118.45450959077031
Unknown,East Village,Entire home/apt,186,1,27,32.71256,-117.157
Unknown,78702,Entire home/apt,89,1,720,30.25424,-97.72587
Unknown,Lake View,Private room,75,2,73,41.93454,-87.64303
Unknown,78756,Private room,89,1,0,30.32324,-97.73187
Unknown,Park West,Entire home/apt,104,1,292,32.7267,-117.16605
Unknown,78722,Entire home/apt,113,4,1,30.28361,-97.71687
Unknown,West Colfax,Private room,117,3,21,39.74518,-105.02854
City of Los Angeles,Hollywood,Entire home/apt,242,1,7,34.09476,-118.34492
Brooklyn,East Flatbush,Private room,55,2,39,40.637627,-73.931778
Unknown,Unincorporated Areas,Private room,140,1,0,36.1071,-115.1659
Unknown,Cambridgeport,Private room,96,3,106,42.36307,-71.11065
Unknown,St. Claude,Entire home/apt,100,2,180,29.97521,-90.0344
Unknown,78703,Entire home/apt,152,1,84,30.28979,-97.77273
Unknown,Central Business District,Entire home/apt,322,1,1,29.95424,-90.07516
Other Cities,Compton,Entire home/apt,250,2,6,33.8952,-118.2173
Manhattan,West Village,Entire home/apt,150,60,4,40.7382,-74.00215
Unknown,City of Henderson,Entire home/apt,180,30,0,36.03133,-115.054
City of Los Angeles,Hollywood Hills,Entire home/apt,70,31,6,34.10442,-118.34124
Other Cities,Lomita,Entire home/apt,110,2,85,33.7857,-118.3122
Queens,Sunnyside,Entire home/apt,104,2,90,40.73612,-73.91797
Manhattan,Midtown,Entire home/apt,194,1,42,40.76187,-73.97756
Unknown,Central Business District,Entire home/apt,148,1,151,29.95501,-90.07207
Brooklyn,Williamsburg,Entire home/apt,180,30,231,40.70866,-73.94376
Unknown,Hennepin,Private room,35,3,219,44.94159,-93.27691
Manhattan,Upper West Side,Private room,65,14,25,40.77836,-73.97911
Manhattan,Upper West Side,Entire home/apt,185,30,85,40.80196,-73.96349
Staten Island,Stapleton,Entire home/apt,95,2,27,40.6367341,-74.0766671
Magnolia,Briarcliff,Entire home/apt,99,2,134,47.6371,-122.401
Unknown,78702,Entire home/apt,171,3,9,30.25649,-97.72954
Unknown,Pompano Beach,Entire home/apt,88,2,48,26.22796,-80.09184
Unknown,Cupertino,Entire home/apt,69,30,1,37.32200032787261,-122.02422652336897
Brooklyn,Park Slope,Entire home/apt,275,30,1,40.6755,-73.97452
Unknown,North Lawndale,Entire home/apt,110,32,12,41.86728,-87.69635
Unknown,Near South Side,Entire home/apt,182,1,19,41.85339,-87.62442
Unknown,Rosedale,Entire home/apt,135,29,72,39.6715,-104.98542
Unknown,Near West Side,Entire home/apt,195,3,38,41.88144,-87.66106
Unknown,Lake View,Private room,101,2,167,41.94488,-87.65434
Washington,Westerly,Entire home/apt,400,4,1,41.34643,-71.76909
Queen Anne,Lower Queen Anne,Entire home/apt,137,30,62,47.621,-122.35563
Unknown,District 15,Entire home/apt,65,30,123,36.15914,-86.71641
City of Los Angeles,Bel-Air,Private room,144,1,0,34.08541,-118.47309
Unknown,Ramsey,Entire home/apt,81,2,59,44.9225,-93.13881
Brooklyn,Sunset Park,Shared room,40,1,7,40.65117,-74.01133
Unknown,78722,Entire home/apt,176,1,4,30.28996,-97.71185
Unknown,South San Francisco,Entire home/apt,295,1,50,37.65641,-122.42454
Unknown,Hollywood,Entire home/apt,507,1,1,26.00925,-80.14231
City of Los Angeles,Sylmar,Entire home/apt,115,3,162,34.29946,-118.45869
Unknown,Unincorporated Areas,Entire home/apt,635,2,142,36.10901,-115.17565
Unknown,Marigny,Private room,381,1,3,29.96272,-90.05672
Unknown,Palo Alto,Entire home/apt,212,30,1,37.41126,-122.12319
Unknown,"Capitol Hill, Lincoln Park",Entire home/apt,115,31,0,38.88037,-76.99488
Unknown,Unincorporated Areas,Private room,41,1,212,36.12335,-115.28893
Bristol,Warren,Entire home/apt,200,3,20,41.7325,-71.28173
Washington,South Kingstown,Entire home/apt,279,2,2,41.44342,-71.50441
Unknown,South Linden,Entire home/apt,88,1,54,39.98945,-82.97694
Unknown,District 19,Entire home/apt,238,1,67,36.17264,-86.7933
Unknown,Rogers Park,Private room,60,32,17,42.00772,-87.65823
Other Cities,Monterey Park,Private room,106,1,10,34.061848,-118.121689
City of Los Angeles,Beverly Crest,Entire home/apt,772,3,43,34.11166,-118.40255
Unknown,Near North Side,Entire home/apt,170,90,14,41.88853,-87.63399
Unknown,Alameda,Entire home/apt,150,90,4,45.55295,-122.63556
Unknown,Bywater,Entire home/apt,252,3,220,29.96549,-90.04913
Unknown,78741,Private room,107,2,6,30.229391549421464,-97.69646207344596
Queens,Sunnyside,Entire home/apt,60,30,19,40.74188,-73.92414
Queens,Ditmars Steinway,Private room,69,1,101,40.77168,-73.91766
Bronx,Longwood,Entire home/apt,120,1,5,40.82626210828942,-73.90783786978743
Unknown,District 6,Entire home/apt,183,2,242,36.17027,-86.75571
Unknown,West Town,Entire home/apt,702,3,59,41.89735,-87.66203
Unknown,Unincorporated Areas,Entire home/apt,404,1,69,36.87252,-121.81969
Unknown,Palo Alto,Entire home/apt,269,30,23,37.41452,-122.12634
Queens,Astoria,Entire home/apt,100,30,7,40.77152,-73.92198
City of Los Angeles,Sherman Oaks,Entire home/apt,199,30,0,34.17075,-118.42893
Manhattan,Chinatown,Entire home/apt,140,21,69,40.71575,-73.99401
Unknown,Marigny,Private room,85,1,16,29.96784,-90.05406
City of Los Angeles,Sun Valley,Entire home/apt,96,30,56,34.22068,-118.40648
Unknown,East Carrollton,Entire home/apt,50,30,80,29.94795,-90.12494
Other Cities,Monterey Park,Private room,45,31,75,34.05356,-118.12107
Unknown,Marlyville - Fontainbleau,Entire home/apt,75,180,21,29.95348,-90.11896
Unknown,Deerfield Beach,Private room,130,1,3,26.289408,-80.1189193
City of Los Angeles,Venice,Shared room,150,30,0,33.99715,-118.48009
City of Los Angeles,Palms,Entire home/apt,246,31,4,34.01835,-118.41158
City of Los Angeles,Mid-City,Entire home/apt,135,31,11,34.05092,-118.37224
Unknown,La Jolla,Private room,146,1,144,32.82238,-117.25463
Delridge,North Delridge,Entire home/apt,183,5,0,47.5655836,-122.3651867
Manhattan,Midtown,Entire home/apt,274,31,0,40.75478,-73.96689
Unknown,Hallandale Beach,Entire home/apt,342,1,5,25.98554,-80.12363
Queens,Sunnyside,Private room,66,3,8,40.74636,-73.9174
Unknown,Hennepin,Entire home/apt,89,1,199,44.87084,-93.2932
Unincorporated Areas,Charter Oak,Private room,45,4,0,34.10484,-117.8424
Unknown,Deerfield Beach,Entire home/apt,96,1,79,26.30725,-80.07842
Unknown,Milan,Entire home/apt,121,3,77,29.92908,-90.09128
Other Cities,Santa Monica,Entire home/apt,229,1,7,34.00308969918739,-118.482797350023
Unknown,Unincorporated Areas,Private room,59,1,5,36.06111,-115.23286
City of Los Angeles,Hollywood,Entire home/apt,100,30,2,34.09977,-118.31285
Unknown,Normal Heights,Private room,54,7,23,32.76762,-117.12226
City of Los Angeles,Northridge,Entire home/apt,296,1,30,34.22803,-118.52018
Unknown,Balboa Park,Entire home/apt,125,1,20,32.71649,-117.14298
Unknown,Lake View,Entire home/apt,522,1,9,41.94873,-87.65337
Unknown,Palo Alto,Entire home/apt,151,5,0,37.4475351,-122.1562933
Unknown,Fort Lauderdale,Entire home/apt,87,2,38,26.12605,-80.12965
Other Cities,Avalon,Entire home/apt,616,3,9,33.34285,-118.3216
Unknown,Lower Garden District,Entire home/apt,138,3,90,29.93213653564453,-90.06761169433594
Downtown,First Hill,Entire home/apt,104,30,0,47.60934,-122.32478
Unknown,Wright,Entire home/apt,233,2,46,45.22693,-94.07046
Other Cities,Long Beach,Entire home/apt,147,1,208,33.77351,-118.19668
City of Los Angeles,Venice,Entire home/apt,300,30,7,33.97842,-118.4626
City of Los Angeles,Manchester Square,Entire home/apt,78,30,0,33.97294,-118.31485
Brooklyn,East New York,Entire home/apt,104,1,59,40.663,-73.89081
Unknown,Mission Bay,Entire home/apt,396,1,0,32.76355373075028,-117.2512941442792
City of Los Angeles,Brentwood,Entire home/apt,800,30,0,34.07362,-118.48285
Other Cities,Gardena,Entire home/apt,226,4,2,33.88479109025946,-118.32550222722928
City of Los Angeles,Mid-Wilshire,Entire home/apt,114,30,0,34.063496,-118.351997
Unknown,78753,Entire home/apt,80,3,37,30.35701,-97.67475
Brooklyn,Crown Heights,Private room,59,30,14,40.6753,-73.95227
Unknown,Downtown/Civic Center,Entire home/apt,81,30,5,37.78402,-122.41198
Unknown,Irving Park,Entire home/apt,139,2,15,41.95656,-87.70499
Unknown,Wright,Entire home/apt,50,1,1,45.26833,-93.59064
Manhattan,Midtown,Private room,350,2,0,40.752655,-73.972481
Unknown,Pacifica,Entire home/apt,315,2,56,37.65138,-122.48377
Beacon Hill,North Beacon Hill,Entire home/apt,167,31,0,47.57867789999999,-122.300588
Other Cities,La Mirada,Private room,50,30,0,33.90306,-118.03186
Unknown,Unincorporated Areas,Entire home/apt,130,1,4,37.46986,-122.25948
Unknown,Treme - Lafitte,Entire home/apt,126,2,95,29.97408,-90.07657
Unknown,District 19,Entire home/apt,188,2,26,36.14753,-86.7816
Unknown,City of Las Vegas,Private room,30,2,19,36.19219,-115.18304
Unknown,78744,Private room,80,8,0,30.16039046696258,-97.7800022217811
Unknown,78722,Entire home/apt,60,30,1,30.28369,-97.71579
Other Cities,Glendale,Entire home/apt,105,2,82,34.17062,-118.26507
Manhattan,Hell's Kitchen,Entire home/apt,157,30,18,40.76667,-73.98805
Other Cities,Beverly Hills,Entire home/apt,380,1,39,34.07319,-118.39521
Unknown,78702,Entire home/apt,117,1,67,30.25335,-97.71843
Unknown,Pacific Beach,Entire home/apt,119,3,1,32.8048856,-117.2422772
Queens,Glendale,Private room,40,14,0,40.70364298490863,-73.88418809699591
Unknown,28806,Entire home/apt,156,2,8,35.62574,-82.63411
Unknown,Fort Lauderdale,Entire home/apt,543,3,6,26.20285,-80.10383
Unknown,Lake View,Entire home/apt,185,3,70,41.94005,-87.64644
Unknown,Near North/University,Entire home/apt,89,2,183,40.00633,-82.99825
Unknown,"Georgetown, Burleith/Hillandale",Entire home/apt,483,2,23,38.90937,-77.06632
Unknown,"Brightwood Park, Crestwood, Petworth",Entire home/apt,63,1,154,38.95969,-77.02961
Unknown,Uptown,Entire home/apt,117,1,0,41.96025,-87.65596
Unknown,78727,Entire home/apt,250,2,21,30.43124,-97.71359
Unknown,District 18,Entire home/apt,233,3,39,36.13647,-86.7972
Unknown,District 17,Entire home/apt,86,1,76,36.1419,-86.76645
Unknown,28803,Entire home/apt,278,1,41,35.49526,-82.50326
Other Cities,Compton,Entire home/apt,600,1,5,33.91021,-118.25245
Unknown,Unincorporated Areas,Entire home/apt,124,30,53,36.04011,-115.24671
Brooklyn,Flatbush,Private room,250,1,0,40.638,-73.96041
Unknown,78704,Entire home/apt,134,2,446,30.2309,-97.76619
City of Los Angeles,Pico-Robertson,Entire home/apt,150,1,0,34.06094262206957,-118.38333831794291
Manhattan,Financial District,Private room,239,1,56,40.70638,-74.00557
Unincorporated Areas,Ladera Heights,Entire home/apt,911,2,0,33.991548901510065,-118.37777142654944
Unknown,"Eastland Gardens, Kenilworth",Private room,45,31,11,38.90716,-76.94676
Other Cities,Santa Monica,Private room,459,1,0,34.00772,-118.48939
City of Los Angeles,Sherman Oaks,Private room,199,30,0,34.164177463886865,-118.45496004539584
Unknown,Mid-City,Entire home/apt,179,3,14,29.96676,-90.09997
Manhattan,Financial District,Entire home/apt,163,30,11,40.71002,-74.01441
Unknown,78722,Entire home/apt,136,1,82,30.29467,-97.71657
Unknown,"Union Station, Stanton Park, Kingman Park",Entire home/apt,262,1,0,38.9034,-77.00522
City of Los Angeles,Vermont Knolls,Entire home/apt,149,30,2,33.96502,-118.29972
Queens,Astoria,Private room,101,30,1,40.76825,-73.91971
City of Los Angeles,Echo Park,Entire home/apt,120,30,0,34.07717,-118.25828
City of Los Angeles,Sherman Oaks,Private room,119,30,1,34.16229,-118.45491
Washington,Narragansett,Entire home/apt,309,7,0,41.5023845,-71.4432248
Other Cities,Calabasas,Entire home/apt,308,30,0,34.14058139999999,-118.6203939
Other Cities,Azusa,Entire home/apt,115,28,6,34.13621,-117.90554
Brooklyn,Williamsburg,Entire home/apt,280,30,0,40.70659,-73.9528
Queens,Queens Village,Entire home/apt,160,2,31,40.71376,-73.74512
Brooklyn,East Flatbush,Entire home/apt,98,2,8,40.63462,-73.94276
Manhattan,Washington Heights,Entire home/apt,144,5,1,40.85891041927365,-73.93344407274394
Unknown,Marigny,Entire home/apt,644,3,16,29.96264,-90.05296
Queens,Richmond Hill,Entire home/apt,158,2,13,40.68434,-73.81952
Central Area,Atlantic,Entire home/apt,282,2,102,47.59975,-122.30634
Manhattan,Hell's Kitchen,Entire home/apt,175,30,3,40.7628,-73.98848
Unknown,Plantation,Entire home/apt,259,3,88,26.11932,-80.28256
City of Los Angeles,Venice,Entire home/apt,80,30,8,33.99018,-118.47583
Unknown,Arbor Lodge,Private room,85,4,1,45.56744,-122.68329
